club_name,club_number_player,club_avg_age,club_league,club_number_foreign_players,club_number_national_players,club_stadium,club_stadium_seats,club_current_transfer_balance,player_position,player_number,player_name,player_dob,player_country,player_value,player_age,club_country,club_internationality,player_position_scale,player_international
Feyenoord Rotterdam,26,23.6,Eredivisie,14,13,"Stadion Feyenoord ""De Kuip""",47500,6650000.0,Abwehr,21,Thomas Beelen,2001-06-11,Niederlande,2000000.0,22,Niederlande,very international,2,0
Feyenoord Rotterdam,26,23.6,Eredivisie,14,13,"Stadion Feyenoord ""De Kuip""",47500,6650000.0,Abwehr,26,Ramon Hendriks,2001-07-18,Niederlande,750000.0,22,Niederlande,very international,2,0
Feyenoord Rotterdam,26,23.6,Eredivisie,14,13,"Stadion Feyenoord ""De Kuip""",47500,6650000.0,Abwehr,5,Quilindschy Hartman,2001-11-14,Niederlande,10000000.0,21,Niederlande,very international,2,0
Feyenoord Rotterdam,26,23.6,Eredivisie,14,13,"Stadion Feyenoord ""De Kuip""",47500,6650000.0,Abwehr,15,Marcos López,1999-11-20,Peru,4000000.0,23,Niederlande,very international,2,1
Feyenoord Rotterdam,26,23.6,Eredivisie,14,13,"Stadion Feyenoord ""De Kuip""",47500,6650000.0,Abwehr,2,Marcus Pedersen,2000-07-16,Norwegen,7000000.0,23,Niederlande,very international,2,1
Feyenoord Rotterdam,26,23.6,Eredivisie,14,13,"Stadion Feyenoord ""De Kuip""",47500,6650000.0,Mittelfeld,20,Mats Wieffer,1999-11-16,Niederlande,15000000.0,23,Niederlande,very international,3,0
Feyenoord Rotterdam,26,23.6,Eredivisie,14,13,"Stadion Feyenoord ""De Kuip""",47500,6650000.0,Mittelfeld,6,Ramiz Zerrouki,1998-05-26,Algerien,8000000.0,25,Niederlande,very international,3,1
Feyenoord Rotterdam,26,23.6,Eredivisie,14,13,"Stadion Feyenoord ""De Kuip""",47500,6650000.0,Mittelfeld,16,Thomas van den Belt,2001-06-18,Niederlande,2300000.0,22,Niederlande,very international,3,0
Feyenoord Rotterdam,26,23.6,Eredivisie,14,13,"Stadion Feyenoord ""De Kuip""",47500,6650000.0,Mittelfeld,8,Quinten Timber,2001-06-17,Niederlande,8000000.0,22,Niederlande,very international,3,0
Feyenoord Rotterdam,26,23.6,Eredivisie,14,13,"Stadion Feyenoord ""De Kuip""",47500,6650000.0,Mittelfeld,27,Antoni Milambo,2005-04-03,Niederlande,1000000.0,18,Niederlande,very international,3,0
Feyenoord Rotterdam,26,23.6,Eredivisie,14,13,"Stadion Feyenoord ""De Kuip""",47500,6650000.0,Mittelfeld,10,Calvin Stengs,1998-12-18,Niederlande,10000000.0,24,Niederlande,very international,3,0
Feyenoord Rotterdam,26,23.6,Eredivisie,14,13,"Stadion Feyenoord ""De Kuip""",47500,6650000.0,Mittelfeld,30,Ezequiel Bullaude,2000-10-26,Argentinien,3000000.0,22,Niederlande,very international,3,1
Feyenoord Rotterdam,26,23.6,Eredivisie,14,13,"Stadion Feyenoord ""De Kuip""",47500,6650000.0,Sturm,14,Igor Paixão,2000-06-28,Brasilien,10000000.0,23,Niederlande,very international,4,1
Feyenoord Rotterdam,26,23.6,Eredivisie,14,13,"Stadion Feyenoord ""De Kuip""",47500,6650000.0,Sturm,11,Javairô Dilrosun,1998-06-22,Niederlande,6000000.0,25,Niederlande,very international,4,0
Feyenoord Rotterdam,26,23.6,Eredivisie,14,13,"Stadion Feyenoord ""De Kuip""",47500,6650000.0,Sturm,7,Alireza Jahanbakhsh,1993-08-11,Iran,4000000.0,29,Niederlande,very international,4,1
Feyenoord Rotterdam,26,23.6,Eredivisie,14,13,"Stadion Feyenoord ""De Kuip""",47500,6650000.0,Sturm,23,Patrik Walemark,2001-10-14,Schweden,4000000.0,21,Niederlande,very international,4,1
Feyenoord Rotterdam,26,23.6,Eredivisie,14,13,"Stadion Feyenoord ""De Kuip""",47500,6650000.0,Sturm,19,Yankuba Minteh,2004-07-22,Gambia,2000000.0,19,Niederlande,very international,4,1
Feyenoord Rotterdam,26,23.6,Eredivisie,14,13,"Stadion Feyenoord ""De Kuip""",47500,6650000.0,Sturm,29,Santiago Gimenez,2001-04-18,Mexiko,25000000.0,22,Niederlande,very international,4,1
Feyenoord Rotterdam,26,23.6,Eredivisie,14,13,"Stadion Feyenoord ""De Kuip""",47500,6650000.0,Sturm,9,Ayase Ueda,1998-08-28,Japan,6000000.0,24,Niederlande,very international,4,1
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Torwart,1,Koen Casteels,1992-06-25,Belgien,8000000.0,31,Deutschland,very international,1,1
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Torwart,12,Pavao Pervan,1987-11-13,Österreich,400000.0,35,Deutschland,very international,1,1
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Torwart,35,Philipp Schulze,2003-01-29,Deutschland,200000.0,20,Deutschland,very international,1,0
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Torwart,30,Niklas Klinger,1995-10-13,Deutschland,100000.0,27,Deutschland,very international,1,0
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Abwehr,4,Maxence Lacroix,2000-04-06,Frankreich,17000000.0,23,Deutschland,very international,2,1
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Abwehr,3,Sebastiaan Bornauw,1999-03-22,Belgien,8500000.0,24,Deutschland,very international,2,1
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Abwehr,25,Moritz Jenz,1999-04-30,Deutschland,7500000.0,24,Deutschland,very international,2,0
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Abwehr,5,Cédric Zesiger,1998-06-24,Schweiz,5500000.0,25,Deutschland,very international,2,1
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Abwehr,42,Felix Lange,2004-03-13,Deutschland,,19,Deutschland,very international,2,0
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Abwehr,13,Rogério,1998-01-13,Brasilien,5500000.0,25,Deutschland,very international,2,1
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Abwehr,8,Nicolas Cozza,1999-01-08,Frankreich,3500000.0,24,Deutschland,very international,2,1
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Abwehr,20,Ridle Baku,1998-04-08,Deutschland,13000000.0,25,Deutschland,very international,2,0
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Abwehr,2,Kilian Fischer,2000-10-12,Deutschland,2000000.0,22,Deutschland,very international,2,0
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Mittelfeld,38,Bartol Franjic,2000-01-14,Kroatien,3000000.0,23,Deutschland,very international,3,1
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Mittelfeld,32,Mattias Svanberg,1999-01-05,Schweden,18000000.0,24,Deutschland,very international,3,1
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Mittelfeld,27,Maximilian Arnold,1994-05-27,Deutschland,14000000.0,29,Deutschland,very international,3,0
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Mittelfeld,6,Aster Vranckx,2002-10-04,Belgien,8500000.0,20,Deutschland,very international,3,1
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Mittelfeld,31,Yannick Gerhardt,1994-03-13,Deutschland,6000000.0,29,Deutschland,very international,3,0
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Mittelfeld,40,Kevin Paredes,2003-05-07,Vereinigte Staaten,5000000.0,20,Deutschland,very international,3,1
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Mittelfeld,36,Lukas Ambros,2004-06-05,Tschechien,200000.0,19,Deutschland,very international,3,1
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Sturm,16,Jakub Kaminski,2002-06-05,Polen,12000000.0,21,Deutschland,very international,4,1
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Sturm,0,Ulysses Llanez,2001-04-02,Vereinigte Staaten,200000.0,22,Deutschland,very international,4,1
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Sturm,39,Patrick Wimmer,2001-05-30,Österreich,18000000.0,22,Deutschland,very international,4,1
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Sturm,7,Vaclav Cerny,1997-10-17,Tschechien,8000000.0,25,Deutschland,very international,4,1
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Sturm,17,Maximilian Philipp,1994-03-01,Deutschland,2000000.0,29,Deutschland,very international,4,0
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Sturm,23,Jonas Wind,1999-02-07,Dänemark,14000000.0,24,Deutschland,very international,4,1
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Sturm,10,Lukas Nmecha,1998-12-14,Deutschland,12000000.0,24,Deutschland,very international,4,0
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Sturm,11,Tiago Tomás,2002-06-16,Portugal,7000000.0,21,Deutschland,very international,4,1
VfL Wolfsburg,29,23.9,Bundesliga,18,11,Volkswagen Arena,30000,37600000.0,Sturm,18,Dzenan Pejcinovic,2005-02-15,Deutschland,1000000.0,18,Deutschland,very international,4,0
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Torwart,1,James Trafford,2002-10-10,England,15000000.0,20,England,very international,1,0
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Torwart,49,Arijanet Muric,1998-11-07,Kosovo,12000000.0,24,England,very international,1,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Torwart,29,Lawrence Vigouroux,1993-11-19,Chile,300000.0,29,England,very international,1,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Torwart,20,Denis Franchi,2002-10-22,Italien,250000.0,20,England,very international,1,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Abwehr,5,Jordan Beyer,2000-05-19,Deutschland,16000000.0,23,England,very international,2,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Abwehr,18,Hjalmar Ekdal,1998-10-21,Schweden,8000000.0,24,England,very international,2,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Abwehr,28,Ameen Al-Dakhil,2002-03-06,Belgien,6000000.0,21,England,very international,2,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Abwehr,2,Dara O'Shea,1999-03-04,Irland,5000000.0,24,England,very international,2,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Abwehr,6,CJ Egan-Riley,2003-01-02,England,2500000.0,20,England,very international,2,0
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Abwehr,3,Charlie Taylor,1993-09-18,England,3500000.0,29,England,very international,2,0
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Abwehr,14,Connor Roberts,1995-09-23,Wales,8000000.0,27,England,very international,2,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Abwehr,22,Vitinho,1999-07-23,Brasilien,4000000.0,24,England,very international,2,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Mittelfeld,25,Sander Berge,1998-02-14,Norwegen,20000000.0,25,England,very international,3,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Mittelfeld,4,Jack Cork,1989-06-25,England,1000000.0,34,England,very international,3,0
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Mittelfeld,8,Josh Brownhill,1995-12-19,England,18000000.0,27,England,very international,3,0
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Mittelfeld,24,Josh Cullen,1996-04-07,Irland,13000000.0,27,England,very international,3,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Mittelfeld,26,Samuel Bastien,1996-09-26,DR Kongo,1800000.0,26,England,very international,3,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Mittelfeld,11,Scott Twine,1999-07-14,England,2800000.0,24,England,very international,3,0
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Sturm,19,Anass Zaroury,2000-11-07,Marokko,12000000.0,22,England,very international,4,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Sturm,34,Jacob Bruun Larsen,1998-09-19,Dänemark,3000000.0,24,England,very international,4,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Sturm,27,Darko Churlinov,2000-07-11,Nordmazedonien,2200000.0,23,England,very international,4,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Sturm,44,Dara Costelloe,2002-12-11,Irland,300000.0,20,England,very international,4,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Sturm,0,Nathan Redmond,1994-03-06,England,10000000.0,29,England,very international,4,0
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Sturm,10,Benson Manuel Hedilazio,1997-03-28,Belgien,7000000.0,26,England,very international,4,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Sturm,7,Jóhann Berg Gudmundsson,1990-10-27,Island,1200000.0,32,England,very international,4,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Sturm,12,Luca Koleosho,2004-09-15,Italien,1000000.0,18,England,very international,4,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Sturm,0,Enock Agyei,2005-01-13,Belgien,800000.0,18,England,very international,4,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Sturm,30,Zeki Amdouni,2000-12-04,Schweiz,10000000.0,22,England,very international,4,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Sturm,17,Lyle Foster,2000-09-03,Südafrika,9000000.0,22,England,very international,4,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Sturm,45,Michael Obafemi,2000-07-06,Irland,5000000.0,23,England,very international,4,1
FC Burnley,31,24.5,Premier League,23,15,Turf Moor,21994,-75800000.0,Sturm,9,Jay Rodríguez,1989-07-29,England,1000000.0,34,England,very international,4,0
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Torwart,1,Gerónimo Rulli,1992-05-20,Argentinien,10000000.0,31,Niederlande,very international,1,1
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Torwart,12,Jay Gorter,2000-05-30,Niederlande,1000000.0,23,Niederlande,very international,1,0
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Torwart,40,Diant Ramaj,2001-09-19,Deutschland,750000.0,21,Niederlande,very international,1,1
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Torwart,22,Remko Pasveer,1983-11-08,Niederlande,250000.0,39,Niederlande,very international,1,0
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Abwehr,3,Jorrel Hato,2006-03-07,Niederlande,5000000.0,17,Niederlande,very international,2,0
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Abwehr,13,Ahmetcan Kaplan,2003-01-16,Türkei,5000000.0,20,Niederlande,very international,2,1
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Abwehr,18,Jakov Medic,1998-09-07,Kroatien,2000000.0,24,Niederlande,very international,2,1
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Abwehr,5,Owen Wijndal,1999-11-28,Niederlande,8000000.0,23,Niederlande,very international,2,0
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Abwehr,17,Anass Salah-Eddine,2002-01-18,Niederlande,800000.0,21,Niederlande,very international,2,0
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Abwehr,2,Devyne Rensch,2003-01-18,Niederlande,8000000.0,20,Niederlande,very international,2,0
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Abwehr,19,Jorge Sánchez,1997-12-10,Mexiko,5000000.0,25,Niederlande,very international,2,1
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Mittelfeld,24,Silvano Vos,2005-03-16,Niederlande,1000000.0,18,Niederlande,very international,3,0
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Mittelfeld,8,Kenneth Taylor,2002-05-16,Niederlande,12000000.0,21,Niederlande,very international,3,0
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Mittelfeld,21,Branco van den Boomen,1995-07-21,Niederlande,12000000.0,28,Niederlande,very international,3,0
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Mittelfeld,33,Benjamin Tahirovic,2003-03-03,Bosnien-Herzegowina,1500000.0,20,Niederlande,very international,3,1
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Mittelfeld,28,Kian Fitz-Jim,2003-07-05,Niederlande,1300000.0,20,Niederlande,very international,3,0
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Mittelfeld,20,Mohammed Kudus,2000-08-02,Ghana,40000000.0,23,Niederlande,very international,3,1
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Mittelfeld,23,Steven Berghuis,1991-12-19,Niederlande,12000000.0,31,Niederlande,very international,3,0
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Mittelfeld,6,Davy Klaassen,1993-02-21,Niederlande,10000000.0,30,Niederlande,very international,3,0
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Sturm,7,Steven Bergwijn,1997-10-08,Niederlande,22000000.0,25,Niederlande,very international,4,0
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Sturm,11,Carlos Forbs,2004-03-19,Portugal,10000000.0,19,Niederlande,very international,4,1
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Sturm,30,Mohamed Daramy,2002-01-07,Dänemark,6000000.0,21,Niederlande,very international,4,1
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Sturm,27,Amourricho van Axel Dongen,2004-09-29,Niederlande,500000.0,18,Niederlande,very international,4,0
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Sturm,35,Francisco Conceição,2002-12-14,Portugal,8000000.0,20,Niederlande,very international,4,1
Ajax Amsterdam,25,23.2,Eredivisie,10,12,Johan Cruijff ArenA,55600,68900000.0,Sturm,9,Brian Brobbey,2002-02-01,Niederlande,12000000.0,21,Niederlande,very international,4,0
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Torwart,1,Jonas Omlin,1994-01-10,Schweiz,9000000.0,29,Deutschland,very international,1,1
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Torwart,41,Jan Olschowsky,2001-11-18,Deutschland,800000.0,21,Deutschland,very international,1,0
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Torwart,21,Tobias Sippel,1988-03-22,Deutschland,400000.0,35,Deutschland,very international,1,0
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Torwart,33,Moritz Nicolas,1997-10-21,Deutschland,350000.0,25,Deutschland,very international,1,0
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Torwart,43,Maximilian Brüll,2002-08-26,Deutschland,75000.0,20,Deutschland,very international,1,0
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Abwehr,30,Nico Elvedi,1996-09-30,Schweiz,18000000.0,26,Deutschland,very international,2,1
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Abwehr,39,Maximilian Wöber,1998-02-04,Österreich,14000000.0,25,Deutschland,very international,2,1
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Abwehr,3,Ko Itakura,1997-01-27,Japan,12000000.0,26,Deutschland,very international,2,1
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Abwehr,5,Marvin Friedrich,1995-12-13,Deutschland,4000000.0,27,Deutschland,very international,2,0
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Abwehr,2,Fabio Chiarodia,2005-06-05,Italien,1000000.0,18,Deutschland,very international,2,1
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Abwehr,24,Tony Jantschke,1990-04-07,Deutschland,600000.0,33,Deutschland,very international,2,0
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Abwehr,4,Mamadou Doucouré,1998-05-21,Frankreich,100000.0,25,Deutschland,very international,2,1
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Abwehr,20,Luca Netz,2003-05-15,Deutschland,6500000.0,20,Deutschland,very international,2,0
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Abwehr,26,Lukas Ullrich,2004-03-16,Deutschland,750000.0,19,Deutschland,very international,2,0
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Abwehr,29,Joe Scally,2002-12-31,Vereinigte Staaten,12000000.0,20,Deutschland,very international,2,1
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Abwehr,18,Stefan Lainer,1992-08-27,Österreich,3000000.0,30,Deutschland,very international,2,1
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Abwehr,45,Simon Walde,2005-01-04,Deutschland,500000.0,18,Deutschland,very international,2,0
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Mittelfeld,8,Julian Weigl,1995-09-08,Deutschland,10000000.0,27,Deutschland,very international,3,0
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Mittelfeld,23,Christoph Kramer,1991-02-19,Deutschland,2500000.0,32,Deutschland,very international,3,0
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Mittelfeld,17,Manu Koné,2001-05-17,Frankreich,40000000.0,22,Deutschland,very international,3,1
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Mittelfeld,10,Florian Neuhaus,1997-03-16,Deutschland,12000000.0,26,Deutschland,very international,3,0
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Mittelfeld,22,Oscar Fraulo,2003-12-06,Dänemark,2000000.0,19,Deutschland,very international,3,1
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Mittelfeld,27,Rocco Reitz,2002-05-29,Deutschland,800000.0,21,Deutschland,very international,3,0
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Sturm,11,Hannes Wolf,1999-04-16,Österreich,3000000.0,24,Deutschland,very international,4,1
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Sturm,25,Robin Hack,1998-08-27,Deutschland,3000000.0,24,Deutschland,very international,4,0
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Sturm,38,Yvandro Borges Sanches,2004-05-24,Luxemburg,1500000.0,19,Deutschland,very international,4,1
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Sturm,9,Franck Honorat,1996-08-11,Frankreich,10000000.0,26,Deutschland,very international,4,1
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Sturm,19,Nathan Ngoumou,2000-03-14,Frankreich,5000000.0,23,Deutschland,very international,4,1
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Sturm,7,Patrick Herrmann,1991-02-12,Deutschland,1500000.0,32,Deutschland,very international,4,0
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Sturm,14,Alassane Plea,1993-03-10,Frankreich,8000000.0,30,Deutschland,very international,4,1
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Sturm,31,Tomas Cvancara,2000-08-13,Tschechien,4000000.0,22,Deutschland,very international,4,1
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Sturm,28,Grant-Leon Ranos,2003-07-20,Armenien,1000000.0,20,Deutschland,very international,4,1
Borussia Mönchengladbach,33,24.5,Bundesliga,17,9,Stadion im Borussia-Park,54042,-4280000.0,Sturm,48,Semir Telalovic,1999-12-23,Deutschland,350000.0,23,Deutschland,very international,4,0
Red Bull Salzburg,32,21.3,Bundesliga,26,11,Red Bull Arena Salzburg,30188,52700000.0,Torwart,1,Nico Mantl,2000-02-06,Deutschland,1000000.0,23,Deutschland,very international,1,0
Red Bull Salzburg,32,21.3,Bundesliga,26,11,Red Bull Arena Salzburg,30188,52700000.0,Torwart,24,Alexander Schlager,1996-02-01,Österreich,1000000.0,27,Deutschland,very international,1,1
Red Bull Salzburg,32,21.3,Bundesliga,26,11,Red Bull Arena Salzburg,30188,52700000.0,Torwart,41,Jonas Krumrey,2003-11-25,Deutschland,300000.0,19,Deutschland,very international,1,0
